AVAR;RUSSIAN;ENGLISH
гIетIулъ тIерхьине;ВЗМЫЛИТЬСЯ;
полопбазе;ВЗМЫЛИТЬСЯ;
зодихъе бахине;ВЗМЫТЬ;
эхеде боржине;ВЗМЫТЬ;
взнос;ВЗНОС;
жанибе кьей;ВЗНОС;
хIакъ;ВЗНОС;
квелъ базе;ВЗНУЗДАТЬ;
гъоркьа тIадевахине;ВЗОБРАТЬСЯ;
эхеде харизе;ВЗОБРАТЬСЯ;
баккизе;ВЗОЙТИ;
боргьине;ВЗОЙТИ;
пшеница взошла ролъ тIаде баккана;ВЗОЙТИ;
реччеб боргьана;ВЗОЙТИ;
солнце взошло бакъ баккана;ВЗОЙТИ;
тIаде баккизе;ВЗОЙТИ;
тесто взошло хамур;ВЗОЙТИ;
чIор биччазе;ВЗОЙТИ;
щвезе;ВЗОЙТИ;
эхеде бахине;ВЗОЙТИ;
балагьи;ВЗОР;
кутакалда ццидахинабизе;ВЗОРВАТЬ;
кьвагьизабизе;ВЗОРВАТЬ;
кьвагьизе;ВЗОРВАТЬ;
кьвагьунщущазабизе;ВЗОРВАТЬ;
ццидаца кьвагьизабизе;ВЗОРВАТЬ;
кьвагьизе;ВЗОРВАТЬСЯ;
кьвагьун бихъизе;ВЗОРВАТЬСЯ;
кьвагьун щущазе;ВЗОРВАТЬСЯ;
гIезабизе;ВЗРАСТИТЬ;
хьихьун кIудияб гIезабизе;ВЗРАСТИТЬ;
циндаго чIичIидизе;ВЗРЕВЕТЬ;
балугълъизе;ВЗРОСЛЕТЬ;
гIезе;ВЗРОСЛЕТЬ;
дочь;ВЗРОСЛЕТЬ;
кIудияв гIезе;ВЗРОСЛЕТЬ;
балугъав;ВЗРОСЛЫЙ;
балугълъарав;ВЗРОСЛЫЙ;
гIурав;ВЗРОСЛЫЙ;
гIурай гIадан;ВЗРОСЛЫЙ;
кьвагьи;ВЗРЫВ;
кьвагьи;ВЗРЫВ;
кьвагьизаби;ВЗРЫВ;
кьвагьун;ВЗРЫВ;
кьвагьун бихъ-бихъун ин;ВЗРЫВ;
циндаго хъуй бахъин;ВЗРЫВ;
щущазаби;ВЗРЫВ;
граната къвагьизабулеб алат;ВЗРЫВАТЕЛЬ;
взрывник;ВЗРЫВНИК;
кьвагьизабиялъул специалист;ВЗРЫВНИК;
кьвагьул;ВЗРЫВНОЙ;
кьвагьун бихъулеб;ВЗРЫВНОЙ;
кьвагьиялда хIинкъи букIин;ВЗРЫВООПАСНОСТЬ;
кьвагьи ккезабулеб;ВЗРЫВЧАТЫЙ;
кьвагьизабулеб;ВЗРЫВЧАТЫЙ;
кьвагьулеб;ВЗРЫВЧАТЫЙ;
бухъизе;ВЗРЫТЬ;
гьобогьун базе;ВЗРЫТЬ;
гьогьлъизабизе;ВЗРЫХЛИТЬ;
жуба-гъубазабизе;ВЗЪЕРОШИТЬ;
хичизабизе;ВЗЪЕРОШИТЬ;
хич-хичизабизе;ВЗЪЕРОШИТЬ;
жуба-гъубазе;ВЗЪЕРОШИТЬСЯ;
хич-хичизе;ВЗЪЕРОШИТЬСЯ;
гьари базе;ВЗЫВАТЬ;
гьаризе;ВЗЫВАТЬ;
гьарун ине;ВЗЫВАТЬ;
сундениги ахIизе;ВЗЫВАТЬ;
бахъи;ВЗЫСКАНИЕ;
гIакIа;ВЗЫСКАНИЕ;
гIакIа бахъи;ВЗЫСКАНИЕ;
жаза;ВЗЫСКАНИЕ;
тIалаб гьаби;ВЗЫСКАНИЕ;
кьварараб;ВЗЫСКАТЕЛЬНЫЙ;
кьварун тIалаб гьабулеб;ВЗЫСКАТЕЛЬНЫЙ;
бахъизе;ВЗЫСКАТЬ;
тIалаб гьабизе;ВЗЫСКАТЬ;
бахъи;ВЗЯТИЕ;
боси;ВЗЯТИЕ;
ришват;ВЗЯТКА;
цо рорженалда найица тIогьодаса босулеб жо;ВЗЯТОК;
цо хасаб заманалда тIалинибе бачIараб гьоцIо;ВЗЯТОК;
бахъизе;ВЗЯТЬ;
босизе;ВЗЯТЬ;
кквезе;ВЗЯТЬ;
ккун жанив лъезе;ВЗЯТЬ;
кодобе босизе;ВЗЯТЬ;
кквезе;ВЗЯТЬСЯ;
ккун чIезе;ВЗЯТЬСЯ;
сороди;ВИБРАЦИЯ;
сородизе;ВИБРИРОВАТЬ;
куц-мухъ;ВИД;
къватIисеб сурат;ВИД;
сипат;ВИД;
сипат-сурат;ВИД;
сурат;ВИД;
тайпа;ВИД;
парохода не;ВИДАТЬ;
дандчIвазе;ВИДАТЬСЯ;
цоцада рихьизе;ВИДАТЬСЯ;
анищазулъ цебе тIамурабжо;ВИДЕНИЕ;
берда цере суратал лъугьин;ВИДЕНИЕ;
бихьи;ВИДЕНИЕ;
бихьун бажари;ВИДЕНИЕ;
макьилъ;ВИДЕНИЕ;
фантастикияб сурат цебе чIей;ВИДЕНИЕ;
хиялазулъ;ВИДЕНИЕ;
хиялияб сурат;ВИДЕНИЕ;
цебе тIами;ВИДЕНИЕ;
видеобухьен;ВИДЕОСВЯЗЬ;
бихьизе;ВИДЕТЬ;
бихьизе;ВИДЕТЬ;
бихьизе;ВИДЕТЬ;
бихьизе;ВИДЕТЬ;
би-хьула;ВИДЕТЬ;
бичIчIизе;ВИДЕТЬ;
видите ли бихьулищ;ВИДЕТЬ;
видишьли;ВИДЕТЬ;
дандчIвазе;ВИДЕТЬ;
как видите бихьулеббуго;ВИДЕТЬ;
лъазе;ВИДЕТЬ;
лъазе;ВИДЕТЬ;
я вижу свою ошибку дида дирго гъалатI бичIчIула;ВИДЕТЬ;
я хорошо вижу дида лъикI;ВИДЕТЬ;
дандчIвазе;ВИДЕТЬСЯ;
рихьизе;ВИДЕТЬСЯ;
батила;ВИДИМО;
бегьула;ВИДИМО;
ккола;ВИДИМО;
рикIкIун хIал кIоларебгIан;ВИДИМО-НЕВИДИМО;
цIакъ гIемер;ВИДИМО-НЕВИДИМО;
бихьи;ВИДИМОСТЬ;
берда бихьулеб;ВИДИМЫЙ;
бихьулеб;ВИДИМЫЙ;
тIатараб;ВИДИМЫЙ;
бихьулеб букIине;ВИДНЕТЬСЯ;
бихьулеб буго;ВИДНО;
бихьулеб;ВИДНЫЙ;
видалъулаб;ВИДОВОЙ;
суратазул;ВИДОВОЙ;
тайпаялъулаб;ВИДОВОЙ;
куц хиси;ВИДОИЗМЕНЕНИЕ;
сундулниги кIиабилеб сурат;ВИДОИЗМЕНЕНИЕ;
уц хисизаби;ВИДОИЗМЕНЕНИЕ;
куц дагьаб хисизабизе;ВИДОИЗМЕНИТЬ;
куц дагьабхисизе;ВИДОИЗМЕНИТЬСЯ;
тайпаби лъугьин;ВИДООБРАЗОВАНИЕ;
бихьизе;ВИДЫВАТЬ;
виза;ВИЗА;
данде-данде;ВИЗАВИ;
гIергIеди;ВИЗГ;
чIичIиди;ВИЗГ;
чIичIидулеб;ВИЗГЛИВЫЙ;
виза лъезе;ВИЗИРОВАТЬ;
изну кьезе;ВИЗИРОВАТЬ;
визит;ВИЗИТ;
лъиде бугониги тIаде ин;ВИЗИТ;
визиталъулаб;ВИЗИТНЫЙ;
берзулаб;ВИЗУАЛЬНЫЙ;
гIучI;ВИЛКА;
капустаялъул бетIер;ВИЛОК;
гурищали хадуб лъала;ВИЛЫ;
гьединищ;ВИЛЫ;
лъен;ВИЛЫ;
хьвагIезабизе;ВИЛЯТЬ;
гIайиб;ВИНА;
такъсир;ВИНА;
винегрет;ВИНЕГРЕТ;
жубагъубараб жо;ВИНЕГРЕТ;
хIапу-чапур;ВИНЕГРЕТ;
чогърол завод;ВИНЗАВОД;
гIайиб чIвазе;ВИНИТЬ;
гIайибиявлъун рикIкIине;ВИНИТЬ;
жадул;ВИННЫЙ;
чагъиралъул;ВИННЫЙ;
чогърол;ВИННЫЙ;
чагъир;ВИНО;
гIайиб бугеб;ВИНОВАТЫЙ;
гIайибияб;ВИНОВАТЫЙ;
такъсирияб;ВИНОВАТЫЙ;
гIайибияв;ВИНОВНИК;
сундуениги гIиллалъун ккарав чи;ВИНОВНИК;
гIайибияй;ВИНОВНИЦА;
такъсирчилъи;ВИНОВНОСТЬ;
гIайибияб;ВИНОВНЫЙ;
такъсирияб;ВИНОВНЫЙ;
цIибил;ВИНОГРАД;
цIолбохъанлъиялъул;ВИНОГРАДАРСКИЙ;
цIолбол биологиял хаслъабазул хIакъалъулъ гIелму;ВИНОГРАДАРСТВО;
цIолбол магIишат;ВИНОГРАДАРСТВО;
цIолбохъанлъи;ВИНОГРАДАРСТВО;
цIолбол ахихъан;ВИНОГРАДАРЬ;
цIолбохъан;ВИНОГРАДАРЬ;
кIолкIона;ВИНОГРАДИНА;
цIолбол кIоркIона;ВИНОГРАДИНА;
цIолбол ах;ВИНОГРАДНИК;
цIолбол;ВИНОГРАДНЫЙ;
чагъир гьабулев чи;ВИНОДЕЛ;
чогърохъан;ВИНОДЕЛ;
чагъир бахъи;ВИНОДЕЛИЕ;
чагъир гьаби;ВИНОДЕЛИЕ;
винодельческий;ВИНОДЕЛЬНЫЙ;
чагъир гьабиялъул;ВИНОДЕЛЬНЫЙ;
спирт ва гIаракъи бахъулев чи;ВИНОКУР;
спирт ва гIаракъи бахъи;ВИНОКУРЕНИЕ;
бахъулеб;ВИНОКУРЕННЫЙ;
гьабулеб;ВИНОКУРЕННЫЙ;
спирт;ВИНОКУРЕННЫЙ;
бурав;ВИНТ;
винт;ВИНТ;
туманкI;ВИНТОВКА;
бахъараб;ВИНТОВОЙ;
буравалъул формаялъул;ВИНТОВОЙ;
винталъ бачунеб;ВИНТОВОЙ;
резьба;ВИНТОВОЙ;
тункIил;ВИНТОВОЧНЫЙ;
бурав гIадаб;ВИНТООБРАЗНЫЙ;
буравалда релълъараб;ВИНТООБРАЗНЫЙ;
бурав гьабизе къваригIунеб;ВИНТОРЕЗНЫЙ;
вираж;ВИРАЖ;
вираж;ВИРАЖ;
свери;ВИРАЖ;
бергьараб гьунаралъул махщалилав;ВИРТУОЗ;
виртуоз;ВИРТУОЗ;
виртуозияб;ВИРТУОЗНЫЙ;
рахунел унтабазул микробаз унтизарулеб къагIида;ВИРУЛЕНТНОСТЬ;
унтабазул хаслъаби;ВИРУЛЕНТНОСТЬ;
вирусаз унтизарулеб;ВИРУЛЕНТНЫЙ;
унти бахинабулеб;ВИРУЛЕНТНЫЙ;
вирусалъул;ВИРУСНЫЙ;
гIадамал дализарун гъанкъизе чIварал хIубал;ВИСЕЛИЦА;
дализе;ВИСЕТЬ;
сунда бугониги бан букIине;ВИСЕТЬ;
вискоза;ВИСКОЗА;
вискозаялъул ххам;ВИСКОЗА;
выскоза;ВИСКОЗА;
вискозаялъул;ВИСКОЗНЫЙ;
вагъарун вахъунарев;ВИСЛОУХИЙ;
гIантмахIав;ВИСЛОУХИЙ;
гIундул далараб;ВИСЛОУХИЙ;
волосы;ВИСНУТЬ;
дал-дализе;ВИСНУТЬ;
дализе;ВИСНУТЬ;
къванща;ВИСОК;
къванщил;ВИСОЧНЫЙ;
далараб;ВИСЯЧИЙ;
дал-далараб;ВИСЯЧИЙ;
витаминал гъорлъегьабураб;ВИТАМИНИЗИРОВАННЫЙ;
витаминал гъорлъе гьаризе;ВИТАМИНИЗИРОВАТЬ;
витаминалъул;ВИТАМИННЫЙ;
женжедизе;ВИТАТЬ;
сверсведизе;ВИТАТЬ;
бичIчIизе захIматаб;ВИТИЕВАТЫЙ;
гIадатаб гуреб;ВИТИЕВАТЫЙ;
чIухIараб стилалъул;ВИТИЕВАТЫЙ;
бурав гIадаб;ВИТОЙ;
кьурараб;ВИТОЙ;
кьурун гьабураб;ВИТОЙ;
свер-сверун унеб;ВИТОЙ;
хьухьараб;ВИТОЙ;
гури;ВИТОК;
свери;ВИТОК;
тIад тири;ВИТОК;
кьурун цолъизаризе;ВИТЬ;
хьухьине;ВИТЬ;
цадахъ кьуризе;ВИТЬ;
гора-горахунбахъине;ВИТЬСЯ;
жемизе;ВИТЬСЯ;
кIичI-кIичIизе;ВИТЬСЯ;
кIургIизе;ВИТЬСЯ;
кьур-кьуризе;ВИТЬСЯ;
свераби лъугьине;ВИТЬСЯ;
сверизе;ВИТЬСЯ;
тиризе;ВИТЬСЯ;
багьадур;ВИТЯЗЬ;
бахIарчияв рагъухъан;ВИТЯЗЬ;
хучараб расалъул;ВИХРАСТЫЙ;
жемараб хехабгьорол;ВИХРЕВОЙ;
речIчIун бачIун;ВИХРЕВОЙ;
сверулаго хех унеб;ВИХРЕВОЙ;
гьури гIадин;ВИХРЕМ;
гьурилъун;ВИХРЕМ;
цIакъ хех;ВИХРЕМ;
жемараб хехаб гьури;ВИХРЬ;
лъугьа-бахъиналъул гIедегIараб чвахи;ВИХРЬ;
хехаб багъа-бачари;ВИХРЬ;
цебе ин;ВИХРЬ;
жагадул гьекъел;ВИШНЁВКА;
чагъир;ВИШНЁВКА;
жагадул;ВИШНЁВЫЙ;
жага;ВИШНЯ;
жагадул гъветI;ВИШНЯ;
балагьеха;ВИШЬ;
балагьеха;ВИШЬ;
бихьулищ;ВИШЬ;
гиризабун бачине;ВКАТИТЬ;
гиризе;ВКАТИТЬ;
гирунщвезабизе;ВКАТИТЬ;
сунданиги жанибе гирун ккезе;ВКАТИТЬСЯ;
лъей;ВКЛАД;
лъей;ВКЛАДКА;
гьоркьолъел;ВКЛАДЫШ;
сунданиги гьоркьоб лъураб жо;ВКЛАДЫШ;
жаниб седараб жо;ВКЛЕЙКА;
жаниб седей;ВКЛЕЙКА;
жаниб седезе;ВКЛЕИТЬ;
гьоркьоб къазабизе;ВКЛИНИТЬ;
сунданигигьоркьобе борчIизе;ВКЛИНИТЬСЯ;
гьоркьобе бачун;ВКЛЮЧАЯ;
жубан;ВКЛЮЧАЯ;
малъун;ВКЛЮЧАЯ;
собрались все;ВКЛЮЧАЯ;
гъорлъе бачин;ВКЛЮЧЕНИЕ;
гъорлъе жубай;ВКЛЮЧЕНИЕ;
рекIинаби;ВКЛЮЧЕНИЕ;
хурхин;ВКЛЮЧЕНИЕ;
хурхинаби;ВКЛЮЧЕНИЕ;
цолъи;ВКЛЮЧЕНИЕ;
цолъизаби;ВКЛЮЧЕНИЕ;
жибгоги гъорлъе бачун;ВКЛЮЧИТЕЛЬНО;
гъорлъе жубазе;ВКЛЮЧИТЬ;
кьезе;ВКЛЮЧИТЬ;
рекIинабизе;ВКЛЮЧИТЬ;
хурхинабизе;ВКЛЮЧИТЬ;
цолъизабизе;ВКЛЮЧИТЬ;
чтобиччазе;ВКЛЮЧИТЬ;
гъорлъе жубазе;ВКЛЮЧИТЬСЯ;
ишалде байбихьизе;ВКЛЮЧИТЬСЯ;
бухун къазабизе;ВКОЛОТИТЬ;
хIунсизе;ВКОЛОТЬ;
хIунсун къазабизе;ВКОЛОТЬ;
чIвазе;ВКОЛОТЬ;
ахиралде щун;ВКОНЕЦ;
рагIалдебахъун;ВКОНЕЦ;
тIубанго;ВКОНЕЦ;
ракьулъ лъураб;ВКОПАННЫЙ;
ракьулъ букъизе;ВКОПАТЬ;
кьибил биччазабизе;ВКОРЕНИТЬ;
кьучI тIамизабизе;ВКОРЕНИТЬ;
щулалъизабизе;ВКОРЕНИТЬ;
гIадатлъун лъугьине;ВКОРЕНИТЬСЯ;
кьалбал риччазе;ВКОРЕНИТЬСЯ;
щулалъизе;ВКОРЕНИТЬСЯ;
гIебсахун;ВКОСЬ;
гьетIун;ВКОСЬ;
хъвалсан;ВКОСЬ;
царалаб хасияталъул;ВКРАДЧИВЫЙ;
цермахIав;ВКРАДЧИВЫЙ;
балъгого жаниве ворчIизе;ВКРАСТЬСЯ;
къокъ;ВКРАТЦЕ;
къокъ гьабун;ВКРАТЦЕ;
гьетIун;ВКРИВЬ;
хъвалсан;ВКРИВЬ;
сверун;ВКРУГОВУЮ;
я поехал в город непрямиком;ВКРУГОВУЮ;
кьуризе;ВКРУТИТЬ;
кьурун къазабизе;ВКРУТИТЬ;
къазабун;ВКРУТУЮ;
къвакIизабун;ВКРУТУЮ;
тIагIам;ВКУС;
тату;ВКУС;
лъазе;ВКУСИТЬ;
хIал бихьизе;ВКУСИТЬ;
тIагIамалда;ВКУСНО;
татуялда;ВКУСНО;
тIагIамаб;ВКУСНЫЙ;
татуяб;ВКУСНЫЙ;
тIагIамалда хурхараб;ВКУСОВОЙ;
тIагIамалъулаб;ВКУСОВОЙ;
регьел;ВЛАГА;
реччел;ВЛАГА;
чIужугIаданалъул цIулъиялъул бутIа;ВЛАГАЛИЩЕ;
бетIергьан;ВЛАДЕЛЕЦ;
хважайин;ВЛАДЕЛЕЦ;
бетIергьан;ВЛАДЕЛИЦА;
бакI;ВЛАДЕНИЕ;
бетIергьанлъи;ВЛАДЕНИЕ;
кверщелгьаби;ВЛАДЕНИЕ;
лъай;ВЛАДЕНИЕ;
лъай;ВЛАДЕНИЕ;
мулк;ВЛАДЕНИЕ;
ракь;ВЛАДЕНИЕ;
хIалтIизабун бажари;ВЛАДЕНИЕ;
бетIергьанлъи гьабизе;ВЛАДЕТЬ;
кверщаликье босизе;ВЛАДЕТЬ;
тIадегIанав бетIергьан;ВЛАДЫКА;
тIубараб кверщел гьаби;ВЛАДЫЧЕСТВО;
биччизе;ВЛАЖНЕТЬ;
регьел ккезе;ВЛАЖНЕТЬ;
биччун;ВЛАЖНО;
биччун буго;ВЛАЖНО;
рагьан;ВЛАЖНО;
биччи;ВЛАЖНОСТЬ;
регьел букIин;ВЛАЖНОСТЬ;
хIеккин;ВЛАЖНОСТЬ;
биччараб;ВЛАЖНЫЙ;
рагьлилаб;ВЛАЖНЫЙ;
регьел бугеб;ВЛАЖНЫЙ;
хIакимлъи гьабизе;ВЛАСТВОВАТЬ;
ихтияр кодосев;ВЛАСТЕЛИН;
кIудияв хIаким;ВЛАСТЕЛИН;
кверщел буголъи;ВЛАСТНОСТЬ;
буюрун ругьунлъарав;ВЛАСТНЫЙ;
кверщел бугев;ВЛАСТНЫЙ;
дов цIакъ хIакимлъи бокьулев чи вуго;ВЛАСТОЛЮБИВЫЙ;
хIакимлъи бокьулев;ВЛАСТОЛЮБИВЫЙ;
хIакимлъи бокьи;ВЛАСТОЛЮБИЕ;
квегIаб рахъалдехун;ВЛЕВО;
квегIса;ВЛЕВО;
на бахине;ВЛЕЗАТЬ;
харизе;ВЛЕЗАТЬ;
базе;ВЛЕПИТЬ;
жаниб рекIинабизе;ВЛЕПИТЬ;
лъезе;ВЛЕПИТЬ;
щвезабизе;ВЛЕПИТЬ;
боржун жанибе ине;ВЛЕТЕТЬ;
кутакаб гъира;ВЛЕЧЕНИЕ;
шавкъ ккей;ВЛЕЧЕНИЕ;
бачине;ВЛЕЧЬ;
бехъерхъизе;ВЛЕЧЬ;
босизе;ВЛЕЧЬ;
цIазе;ВЛЕЧЬ;
биччай;ВЛИВАНИЕ;
жанибе тIей;ВЛИВАНИЕ;
тIей;ВЛИВАНИЕ;
гъорлъе лъугьине;ВЛИВАТЬСЯ;
жубазе;ВЛИВАТЬСЯ;
квешаб ишалда гъорлъе ккезе;ВЛИПНУТЬ;
рекIарунеб бакIалде ккезе;ВЛИПНУТЬ;
тIаде жубазе;ВЛИТЬ;
тIезе;ВЛИТЬ;
жанибе чвахизе;ВЛИТЬСЯ;
асар;ВЛИЯНИЕ;
асар гьаби;ВЛИЯНИЕ;
къадру;ВЛИЯНИЕ;
хIакимлъи;ВЛИЯНИЕ;
къадру бугев;ВЛИЯТЕЛЬНЫЙ;
асар гьабизе;ВЛИЯТЬ;
вложение;ВЛОЖЕНИЕ;
лъей;ВЛОЖЕНИЕ;
лъураб жо;ВЛОЖЕНИЕ;
цо предприятиялда лъураб гIарац;ВЛОЖЕНИЕ;
биччазе;ВЛОЖИТЬ;
жаниб лъезе;ВЛОЖИТЬ;
кьезе;ВЛОЖИТЬ;
кьезе;ВЛОЖИТЬ;
лъезе;ВЛОЖИТЬ;
хIалица жаниве лъугьине;ВЛОМИТЬСЯ;
рокьи ккезе;ВЛЮБИТЬСЯ;
рокьи ккарав;ВЛЮБЛЁННЫЙ;
гьелгьелрокьи гьабулев;ВЛЮБЧИВЫЙ;
хехго рокьи кколев;ВЛЮБЧИВЫЙ;
тIад жо бахине;ВМАЗАТЬ;
тIад жо бахун;ВМАЗАТЬ;
щула гьабизе;ВМАЗАТЬ;
тIаде бугъизе;ВМЕНИТЬ;
